UCWquNQV8Y0_defMKnGKrFOQ,oC7ruFris0A,2018-05-07T12:58:28Z,"How to Find High Quality Backlink Opportunities (in Real Time)","Timing is a CRITICAL component in link building and outreach. This video shows you how to find opportunities to get high quality backlinks in real-time using ...",2018-05-07T12:58:28Z,https://i.ytimg.com/vi/oC7ruFris0A/hqdefault.jpg
UCGy7SkBjcIAgTiwkXEtPnYg,SnrR3rHAQWA,2020-04-20T22:00:31Z,"Universal Basic Income - Stimulus Update 4-20-2020","per month stimulus check and $1000 per month for every American. Universal Basic Income. Stimulus Update 4-21-2020 ▻ My Stock Portfolio: ...",2020-04-20T22:00:31Z,https://i.ytimg.com/vi/SnrR3rHAQWA/hqdefault.jpg
UCGy7SkBjcIAgTiwkXEtPnYg,8_l1DNQC1vs,2020-04-17T15:01:06Z,"The $2,000 Stimulus Check! IRS Phase 2 (April 17th Update)","Giving my thoughts on the $2000 Stimulus Proposal and answering some commonly asked questions about the $1200 checks ▻ My Stock Portfolio: ...",2020-04-17T15:01:06Z,https://i.ytimg.com/vi/8_l1DNQC1vs/hqdefault.jpg
UCGy7SkBjcIAgTiwkXEtPnYg,SnzEn2LLBuk,2020-04-06T22:30:11Z,"Robinhood Is Back! NEW Investing Features!","How to start investing $100 with Robinhood' and everything you need to know about the new features ▻ My Stock Portfolio: https://www.patreon.com/andreijikh ...",2020-04-06T22:30:11Z,https://i.ytimg.com/vi/SnzEn2LLBuk/hqdefault.jpg
UCGy7SkBjcIAgTiwkXEtPnYg,y6o6B0QkHbI,2020-03-30T22:29:42Z,"How To Make Money Investing In Gold","I want to show you how to make money by investing in gold ▻ My Stock Portfolio: https://www.patreon.com/andreijikh ▻ Get 1 Free Stock on WeBull when you ...",2020-03-30T22:29:42Z,https://i.ytimg.com/vi/y6o6B0QkHbI/hqdefault.jpg
UCGy7SkBjcIAgTiwkXEtPnYg,3YcQmnvteto,2020-03-24T04:00:32Z,"How Safe Is Your Money Now? Watch This","How Safe Is Your Money Now? The Federal Reserve decided to print ""infinite money"". Are banks safe anymore? ▻ My Stock Portfolio: ...",2020-03-24T04:00:32Z,https://i.ytimg.com/vi/3YcQmnvteto/hqdefault.jpg
UCg1lOvBv6l0TzmiUvEL53UQ,mU75huY0m30,2020-03-26T18:32:35Z,"5 Things That Helped Me Make MILLIONS | Shopify Dropshipping","In this video I will explain some key things that have helped me make millions ⭐ FREE Dropshipping Secrets eBook ▻ https://www.thedropshippingsecrets.com ...",2020-03-26T18:32:35Z,https://i.ytimg.com/vi/mU75huY0m30/hqdefault.jpg
UCK9i-t1GwUeVVmddPCCdqCg,zIFFTHDlgGg,2020-04-15T20:08:09Z,"&quot;People Need To Know What&#39;s Really Going On!&quot; Dr. Bruce Lipton","People need to know this stuff... ▻▻SELF-HYPNOSIS AUDIO PROGRAMS: http://bit.ly/2jVoXRb (Reprogram Your Subconscious) ▻▻If you struggle and have ...",2020-04-15T20:08:09Z,https://i.ytimg.com/vi/zIFFTHDlgGg/hqdefault.jpg
UCK9i-t1GwUeVVmddPCCdqCg,e3QVhT58710,2020-04-13T15:34:37Z,"TRY IT TODAY! &quot;It Goes Straight to Your Subconscious Mind&quot; 🎧 &#39;LOCKDOWN MEDITATION&#39;","Guided Meditation for those in Lockdown ▻▻SELF-HYPNOSIS AUDIO PROGRAMS: http://bit.ly/2jVoXRb (Reprogram Your Subconscious) ▻▻If you struggle ...",2020-04-13T15:34:37Z,https://i.ytimg.com/vi/e3QVhT58710/hqdefault.jpg
UCK9i-t1GwUeVVmddPCCdqCg,q5BLI94H_FM,2020-04-10T11:36:13Z,"TAKE THE TIME TO WATCH THIS! Very Motivational!","This Will Change How You See Everything! ▻▻ http://bit.ly/2jVoXRb (Reprogram Your Subconscious) ▻▻If you struggle and have a hard time, consider taking ...",2020-04-10T11:36:13Z,https://i.ytimg.com/vi/q5BLI94H_FM/hqdefault.jpg
UCK9i-t1GwUeVVmddPCCdqCg,MtJ_AVoAVbU,2020-04-07T12:20:29Z,"&quot;THE WORLD NEEDS TO KNOW THIS!&quot; Dr. Steven Greer","The Whole World Needs To Hear This! ▻Special thanks to Steven Greer for this amazing interview Check out his channel: ...",2020-04-07T12:20:29Z,https://i.ytimg.com/vi/MtJ_AVoAVbU/hqdefault.jpg
UCK9i-t1GwUeVVmddPCCdqCg,c70sTC6iVfk,2020-04-02T17:20:25Z,"A Message For You All During These UNCERTAIN TIMES","NOW IS THE TIME TO STRENGTHEN YOUR MIND ▻▻SELF-HYPNOSIS AUDIO PROGRAMS: http://bit.ly/2jVoXRb (Reprogram Your Subconscious) ▻If you ...",2020-04-02T17:20:25Z,https://i.ytimg.com/vi/c70sTC6iVfk/hqdefault.jpg
UCK9i-t1GwUeVVmddPCCdqCg,vQkL9wURxVw,2020-03-30T12:10:37Z,"After Watching This, You Will RETHINK Who You Really Are!","Once You See This You Will Change The Way You Think! Inspired from the book The Subtle Art of Not Giving a F**k ©️ CREDIT to MARK MANSON and the ...",2020-03-30T12:10:37Z,https://i.ytimg.com/vi/vQkL9wURxVw/hqdefault.jpg
UCK9i-t1GwUeVVmddPCCdqCg,JXokbARPhC4,2020-03-22T17:32:51Z,"This Video Will Force You To FOCUS! Motivational Video","I'M GOING TO MAKE IT Motivational Video ▻▻SELF-HYPNOSIS AUDIO PROGRAMS: http://bit.ly/2jVoXRb (Reprogram Your Subconscious) ▻If you struggle ...",2020-03-22T17:32:51Z,https://i.ytimg.com/vi/JXokbARPhC4/hqdefault.jpg
UCDAzmE9V4Xw5CdLkn3pvO3A,JyTlJbWdERI,2020-04-20T11:00:06Z,"LUCRATIVE Truffle Plantation Is Slammed By Dragons! | Dragons&#39; Den","Paul Thomas is asking for £75000 in hopes to cultivate black truffles in the UK but surprisingly, Duncan has never heard of them. 'Mycorrhizal Systems' say it will ...",2020-04-20T11:00:06Z,https://i.ytimg.com/vi/JyTlJbWdERI/hqdefault.jpg
UCDAzmE9V4Xw5CdLkn3pvO3A,AoC2CdN3CTs,2020-04-17T23:00:09Z,"Dragons STRESS Over &#39;Groundbreaking&#39; Tattoo Removal | Dragons&#39; Den","Barbara and Richard Simpson-Birks were directly contacted and bombarded by ""the chap that invented this magic fluid"". Barbara and Richard are seeking ...",2020-04-17T23:00:09Z,https://i.ytimg.com/vi/AoC2CdN3CTs/hqdefault.jpg
UCDAzmE9V4Xw5CdLkn3pvO3A,L-AMbPCQwYA,2020-04-17T11:00:09Z,"Duncan Tries To Play Peter At His Own Game! | Dragons&#39; Den","Brothers Joshua and Hyrum Cook are seeking an investment of £50000 for a 7.5% equity stake in 'Zeven Media'. Their company specializes in digital booths for ...",2020-04-17T11:00:09Z,https://i.ytimg.com/vi/L-AMbPCQwYA/hqdefault.jpg
UCDAzmE9V4Xw5CdLkn3pvO3A,KDlR3VQokBU,2020-04-15T11:00:33Z,"Phillip Couldn&#39;t Care Less If His Brother Got SACKED! | Dragons&#39; Den","Brothers and business partners Phillip and John Petty are pitching the 'IV Cam Industrial Control Systems' - A 3D measuring system using camera technology ...",2020-04-15T11:00:33Z,https://i.ytimg.com/vi/KDlR3VQokBU/hqdefault.jpg
UCDAzmE9V4Xw5CdLkn3pvO3A,wxQWqEbyEbk,2020-04-13T11:00:26Z,"Sarah&#39;s Completely FLUMMOXED By Jacob&#39;s Decision To Target Pharmacies | Dragons&#39; Den","Jacob Thundil is looking for an investment worth £75000 in exchange for a 5% equity stake in 'Cocofina' - a Coconut specialist brand but there are a quite a few ...",2020-04-13T11:00:26Z,https://i.ytimg.com/vi/wxQWqEbyEbk/hqdefault.jpg
UCDAzmE9V4Xw5CdLkn3pvO3A,djW5KRbs-cs,2020-04-11T11:00:29Z,"Peter&#39;s Infringement Allegations Cause Conflict Between Dragons | Dragons&#39; Den","Rajan Jerath's invention causes a real stirrup in the Den as Peter promises an entrepreneur that Apple will sue him, but Duncan challenges Peter's opinion, only ...",2020-04-11T11:00:29Z,https://i.ytimg.com/vi/djW5KRbs-cs/hqdefault.jpg
UCDAzmE9V4Xw5CdLkn3pvO3A,4xCWWS71B7c,2020-04-10T11:00:02Z,"&quot;Expert In Wobbly Tables&quot; Solves The Problem Of Wobbly Tables | Dragons&#39; Den","Andrew Gordon believes he has solved the issue humanity has faced in silence - this problem may not even be on your radar... Mr. Gordon paints us a picture of ...",2020-04-10T11:00:02Z,https://i.ytimg.com/vi/4xCWWS71B7c/hqdefault.jpg
UCDAzmE9V4Xw5CdLkn3pvO3A,NB4Gyx3Kv7s,2020-04-08T11:00:07Z,"Businesswoman&#39;s Assassination Joke Stuns The Dragons | Dragons&#39; Den","Gayle is seeking an investment of £125000 in return for a 5% equity stake in her company that produces disposable outdoor furniture. 'Outabox LTD' may be ...",2020-04-08T11:00:07Z,https://i.ytimg.com/vi/NB4Gyx3Kv7s/hqdefault.jpg
UCDAzmE9V4Xw5CdLkn3pvO3A,joZ1qoHnvfk,2020-04-06T11:00:19Z,"Peter&#39;s Interrogation Proves Too Much For Distinction Student | Dragons’ Den","Corien is seeking a £75000 investment in return for a 10% equity stake but the Dragons are not going to just hand their money out. An extraordinary turn of ...",2020-04-06T11:00:19Z,https://i.ytimg.com/vi/joZ1qoHnvfk/hqdefault.jpg
UCDAzmE9V4Xw5CdLkn3pvO3A,FXYUeNZwWsU,2020-04-04T11:00:10Z,"Peter&#39;s Offended by Odour Absorbing Mat for Smelly Dogs | Dragons&#39; Den","David Tully is seeking an investment of £50000 in return for a 10% equity stake in 'Maxi Mat'. Maxi Mat is a mat that absorbs odors from dogs but Peter clearly ...",2020-04-04T11:00:10Z,https://i.ytimg.com/vi/FXYUeNZwWsU/hqdefault.jpg
UCDAzmE9V4Xw5CdLkn3pvO3A,PaczhvhuSo8,2020-04-03T11:00:21Z,"Marketing Director Asks For £150,000 But Owns 0% Equity | Dragons&#39; Den","Marketing director Stephen Mallet is presenting a unique storage solution system. 'In-Velope' - foldaway boxes with endless possibilities. Stephen is seeking an ...",2020-04-03T11:00:21Z,https://i.ytimg.com/vi/PaczhvhuSo8/hqdefault.jpg
UCDAzmE9V4Xw5CdLkn3pvO3A,d7Hd5BgVycc,2020-04-01T11:00:27Z,"Is This An April Fools Joke? | Dragons&#39; Den","Adam Marshall is seeking an investment of £150000 to launch his invention, the 'Fresh Feet Shower Mat' but can he convince the Dragons to invest?",2020-04-01T11:00:27Z,https://i.ytimg.com/vi/d7Hd5BgVycc/hqdefault.jpg
UCDAzmE9V4Xw5CdLkn3pvO3A,WOE_Lw5jlug,2020-03-28T12:00:11Z,"Ex-Police Officer&#39;s Stand-Up Freezer Strategy FIRES Up The Dragons | Dragons&#39; Den","Rayeesa Asghar-Sandy's pitching her family run business that has a very specific plan to find their customers in supermarkets - the ""stand-up freezer strategy"".",2020-03-28T12:00:11Z,https://i.ytimg.com/vi/WOE_Lw5jlug/hqdefault.jpg
UCDAzmE9V4Xw5CdLkn3pvO3A,Nx47VlYKd_0,2020-03-27T12:00:25Z,"&quot;I Don&#39;t Even Know What You&#39;re Offering&quot; | Dragons&#39; Den","Steve Wright, a puppeteer from West Yorkshire enters the Den seeking £147K in exchange for 25% equity. Steve uses the art of puppetry to opens up the doors ...",2020-03-27T12:00:25Z,https://i.ytimg.com/vi/Nx47VlYKd_0/hqdefault.jpg
UCDAzmE9V4Xw5CdLkn3pvO3A,5H9XkLLGHx0,2020-03-25T12:00:02Z,"Dragons Battle For A Piece Of Poppy&#39;s Picnic &quot;MASSIVE Opportunity!&quot; | Dragons&#39; Den","Dylan Watkins and Louise Mackintosh along with their “secret weapon” - Poppy's Picnic have come into the Den seeking £60000 in return for a 5% equity stake.",2020-03-25T12:00:02Z,https://i.ytimg.com/vi/5H9XkLLGHx0/hqdefault.jpg
UCDAzmE9V4Xw5CdLkn3pvO3A,a-7uM41BHFM,2020-03-23T12:00:01Z,"Doctor&#39;s Polished Pitch Takes A Bad Turn And Enrages The Dragons | Dragons&#39; Den","Dr. Gili Kucci experience within the pharmaceutical industry exposed her to far too much stress, this lead her to build a business that tackled those stresses but ...",2020-03-23T12:00:01Z,https://i.ytimg.com/vi/a-7uM41BHFM/hqdefault.jpg
UCV6KDgJskWaEckne5aPA0aQ,2TTX43x5ZJ4,2019-08-30T22:30:00Z,"My Worst Financial Mistakes","Lets talk about the worst financial mistakes that I've made, the lesson I've learned, and how you can avoid making the same mistakes I've made…enjoy! Add me ...",2019-08-30T22:30:00Z,https://i.ytimg.com/vi/2TTX43x5ZJ4/hqdefault.jpg
UCV6KDgJskWaEckne5aPA0aQ,8KJkTG0D3ag,2019-08-28T22:30:00Z,"Here&#39;s What $44,000,000 Buys You In Hollywood","Touring a $44 Million Dollar Custom Built Mansion in the Hollywood Hills with Jason Oppenheim - enjoy! Add me on Instagram: GPStephan | Add Jason ...",2019-08-28T22:30:00Z,https://i.ytimg.com/vi/8KJkTG0D3ag/hqdefault.jpg
UCV6KDgJskWaEckne5aPA0aQ,lrVnO9ja07o,2019-08-26T22:30:01Z,"Why you SHOULDN&#39;T buy a home","SimpliSafe is award-winning home security that keeps your home safe around the clock. It's really reliable, easy to use, and there are no contracts. Check out ...",2019-08-26T22:30:01Z,https://i.ytimg.com/vi/lrVnO9ja07o/hqdefault.jpg
UCV6KDgJskWaEckne5aPA0aQ,EBrQPo-FS4A,2019-08-21T22:30:00Z,"The #1 Investment of 2019","Ever wondered how the super rich invest their money? This is what they're doing…and why…enjoy! Add me on Instagram: GPStephan Second Channel ...",2019-08-21T22:30:00Z,https://i.ytimg.com/vi/EBrQPo-FS4A/hqdefault.jpg
UCV6KDgJskWaEckne5aPA0aQ,GH8tprSoFpc,2019-08-16T22:30:00Z,"The 6 Millionaire Habits To Make More Money","Go to http://audible.com/grahamstephan or text 'grahamstephan' to 500 500 to get one free audiobook, 2 free Audible originals & a 30 day free trial! Add me on ...",2019-08-16T22:30:00Z,https://i.ytimg.com/vi/GH8tprSoFpc/hqdefault.jpg
UCV6KDgJskWaEckne5aPA0aQ,tn7sWnh_xR8,2019-08-12T22:30:00Z,"Unboxing my new $20,000 watch","Unboxing my new Zenith El Primero watch - this is why I bought it and the story behind it. Enjoy! Add me on Instagram: GPStephan Merch: ...",2019-08-12T22:30:00Z,https://i.ytimg.com/vi/tn7sWnh_xR8/hqdefault.jpg
UCV6KDgJskWaEckne5aPA0aQ,qEXXkkQDfCo,2019-08-07T22:30:02Z,"How the Rich get Richer","We've all heard the saying: The Rich Get Richer. Here is why this is, and how you can use this to your advantage - enjoy! Add me on Instagram: GPStephan ...",2019-08-07T22:30:02Z,https://i.ytimg.com/vi/qEXXkkQDfCo/hqdefault.jpg
UCV6KDgJskWaEckne5aPA0aQ,WR6CNOnbhO8,2019-08-02T22:30:01Z,"Touring A California Mansion","Today we're touring a Hidden California Mansion - Enjoy! Add me on Instagram: GPStephan Second Channel: ...",2019-08-02T22:30:01Z,https://i.ytimg.com/vi/WR6CNOnbhO8/hqdefault.jpg
UCyort6NupSf_dx6psBmC9DA,LhPFkL7xbN8,2020-04-19T20:40:07Z,"Week 3 Shopify Store Reviews | Making These Beginner Mistakes Can Cost You £1000&#39;s!","Week 3 of the shopify store review series! Todays video features 2 different general stores and a pet niche store. My focus will be their home pages and products ...",2020-04-19T20:40:07Z,https://i.ytimg.com/vi/LhPFkL7xbN8/hqdefault.jpg
UCyort6NupSf_dx6psBmC9DA,3zyivO6cHQs,2020-04-16T20:00:24Z,"Top 5 Niches Right Now! Shopify Dropshipping 2020","In this video I show you 5 niches that are bigger than ever in 2020! If you're struggling to find a product or niche that's currently in demand then here are the top 5 ...",2020-04-16T20:00:24Z,https://i.ytimg.com/vi/3zyivO6cHQs/hqdefault.jpg
UCyort6NupSf_dx6psBmC9DA,-2ncmmmOAPQ,2020-04-11T21:00:26Z,"Low Budget Facebook Ads Testing Strategy For Beginners (Step by Step Tutorial)","In this video I share with you the low budget facebook ads testing strategy I have been using for the past 2 weeks. I show you the results inside my ad manager ...",2020-04-11T21:00:26Z,https://i.ytimg.com/vi/-2ncmmmOAPQ/hqdefault.jpg
UCyort6NupSf_dx6psBmC9DA,dkDjcI40Cxk,2020-04-07T18:02:48Z,"Learning From 7-Figure Shopify Stores | Winning Products, Facebook Ads &amp; Product Pages","Today we take a look at 3 successful shopify stores on the exchange marketplace, each with over $100000 in sales. In this video we will be looking at their best ...",2020-04-07T18:02:48Z,https://i.ytimg.com/vi/dkDjcI40Cxk/hqdefault.jpg
UCyort6NupSf_dx6psBmC9DA,sJDEgUTELs0,2020-04-03T20:05:22Z,"Should You Start Dropshipping In 2020? The 3 Biggest Concerns Right Now","Is it a good idea to start Shopify dropshipping? In this video I address the 3 biggest concerns people are having right now! Download Keynote here: ...",2020-04-03T20:05:22Z,https://i.ytimg.com/vi/sJDEgUTELs0/hqdefault.jpg
UCyort6NupSf_dx6psBmC9DA,dpJnPHTwrnY,2020-03-26T19:44:37Z,"What To Sell Now? The Best Niches For Shopify Dropshipping Right Now!","Now is a great opportunity to start an online business IF you sell the right products. In this video we look at some different niches and products that are currently ...",2020-03-26T19:44:37Z,https://i.ytimg.com/vi/dpJnPHTwrnY/hqdefault.jpg
UCv8326FRVs7oZkcsqto_5Vw,ONv6xksm-f8,2020-03-20T18:53:56Z,"Cheap Or Free Things To Do WHEN YOU&#39;RE BORED AT HOME","Hi friends, I debated whether to make a video or not during this super sensitive time but not only do I want to offer some help while we are all bored and stuck at ...",2020-03-20T18:53:56Z,https://i.ytimg.com/vi/ONv6xksm-f8/hqdefault.jpg
UCv8326FRVs7oZkcsqto_5Vw,dNRm4mJjOkM,2020-03-13T11:00:18Z,"VLOG (day in the life) - Finally Trying This Now That I&#39;m Debt-Free!","Finally getting up the VLOG I promised! I asked you on YT if you would be interested in seeing a Day in the Life VLOG from me and there was a lot of interest so I ...",2020-03-13T11:00:18Z,https://i.ytimg.com/vi/dNRm4mJjOkM/hqdefault.jpg
UCmdI-Y9DGqIUzVXGZ-o1pOQ,fn5OawH0rp4,2020-03-18T17:15:00Z,"Tech Developer&#39;s DEMANDS Fire Up The Sharks! | Shark Tank AUS","Learn from the best. Check out the comprehensive online entrepreneur video tutorials. Designed to provide you with everything you need to succeed with your ...",2020-03-18T17:15:00Z,https://i.ytimg.com/vi/fn5OawH0rp4/hqdefault.jpg
UCmdI-Y9DGqIUzVXGZ-o1pOQ,269t4VGyulY,2020-03-04T17:15:01Z,"Steve Could HACK “Every Last Privacy Detail&quot; From Mom&#39;s Software In Two Minutes | Shark Tank AUS","Learn from the best. Check out the comprehensive online entrepreneur video tutorials. Designed to provide you with everything you need to succeed with your ...",2020-03-04T17:15:01Z,https://i.ytimg.com/vi/269t4VGyulY/hqdefault.jpg
UCmdI-Y9DGqIUzVXGZ-o1pOQ,R2FDUBRKF7w,2020-02-22T17:15:00Z,"&quot;You DON&#39;T Spend $450,000 To Have 5 People &#39;Maybe&#39; Using It!&quot; | Shark Tank AUS","Learn from the best. Check out the comprehensive online entrepreneur video tutorials. Designed to provide you with everything you need to succeed with your ...",2020-02-22T17:15:00Z,https://i.ytimg.com/vi/R2FDUBRKF7w/hqdefault.jpg
